3.757548e+002	2.688303e+002	0.000000e+000	5.000000e-002	5.000000e-002
4.500393e+002	2.972191e+002	0.000000e+000	1.000000e-002	5.000000e-002
4.599234e+002	4.160347e+002	0.000000e+000	1.000000e-002	1.000000e-002
3.858278e+002	3.833282e+002	0.000000e+000	5.000000e-002	1.000000e-002
4.961817e+002	2.960737e+002	1.000000e-002	0.000000e+000	5.000000e-002
5.944589e+002	2.600142e+002	5.000000e-002	0.000000e+000	5.000000e-002
6.037783e+002	3.748346e+002	5.000000e-002	0.000000e+000	1.000000e-002
5.081615e+002	4.143034e+002	1.000000e-002	0.000000e+000	1.000000e-002
4.716227e+002	2.537498e+002	1.000000e-002	1.000000e-002	6.000000e-002
3.961493e+002	2.257091e+002	1.000000e-002	5.000000e-002	6.000000e-002
4.935573e+002	1.976249e+002	5.000000e-002	5.000000e-002	6.000000e-002
5.709597e+002	2.204215e+002	5.000000e-002	1.000000e-002	6.000000e-002
