1.850000e+002	2.740000e+002	0.000000e+000	5.000000e-002	5.000000e-002
2.880000e+002	3.030000e+002	0.000000e+000	1.000000e-002	5.000000e-002
2.810000e+002	4.190000e+002	0.000000e+000	1.000000e-002	1.000000e-002
1.810000e+002	3.920000e+002	0.000000e+000	5.000000e-002	1.000000e-002
3.340000e+002	2.990000e+002	1.000000e-002	0.000000e+000	5.000000e-002
4.020000e+002	2.640000e+002	5.000000e-002	0.000000e+000	5.000000e-002
3.980000e+002	3.780000e+002	5.000000e-002	0.000000e+000	1.000000e-002
3.310000e+002	4.190000e+002	1.000000e-002	0.000000e+000	1.000000e-002
3.060000e+002	2.580000e+002	1.000000e-002	1.000000e-002	6.000000e-002
2.020000e+002	2.310000e+002	1.000000e-002	5.000000e-002	6.000000e-002
2.790000e+002	2.030000e+002	5.000000e-002	5.000000e-002	6.000000e-002
3.760000e+002	2.280000e+002	5.000000e-002	1.000000e-002	6.000000e-002
