3.750000e+002	2.680000e+002	0.000000e+000	5.000000e-002	5.000000e-002
4.500000e+002	2.970000e+002	0.000000e+000	1.000000e-002	5.000000e-002
4.590000e+002	4.160000e+002	0.000000e+000	1.000000e-002	1.000000e-002
3.850000e+002	3.840000e+002	0.000000e+000	5.000000e-002	1.000000e-002
4.970000e+002	2.970000e+002	1.000000e-002	0.000000e+000	5.000000e-002
5.960000e+002	2.600000e+002	5.000000e-002	0.000000e+000	5.000000e-002
6.050000e+002	3.730000e+002	5.000000e-002	0.000000e+000	1.000000e-002
5.090000e+002	4.130000e+002	1.000000e-002	0.000000e+000	1.000000e-002
4.720000e+002	2.550000e+002	1.000000e-002	1.000000e-002	6.000000e-002
3.960000e+002	2.270000e+002	1.000000e-002	5.000000e-002	6.000000e-002
4.930000e+002	1.970000e+002	5.000000e-002	5.000000e-002	6.000000e-002
5.720000e+002	2.200000e+002	5.000000e-002	1.000000e-002	6.000000e-002
