1.846376e+002	2.744216e+002	0.000000e+000	5.000000e-002	5.000000e-002
2.867888e+002	3.027265e+002	0.000000e+000	1.000000e-002	5.000000e-002
2.827165e+002	4.215457e+002	0.000000e+000	1.000000e-002	1.000000e-002
1.822063e+002	3.906154e+002	0.000000e+000	5.000000e-002	1.000000e-002
3.327835e+002	3.014185e+002	1.000000e-002	0.000000e+000	5.000000e-002
4.017304e+002	2.661325e+002	5.000000e-002	0.000000e+000	5.000000e-002
3.978894e+002	3.779485e+002	5.000000e-002	0.000000e+000	1.000000e-002
3.306890e+002	4.184269e+002	1.000000e-002	0.000000e+000	1.000000e-002
3.057573e+002	2.595772e+002	1.000000e-002	1.000000e-002	6.000000e-002
2.032924e+002	2.307511e+002	1.000000e-002	5.000000e-002	6.000000e-002
2.769371e+002	2.035176e+002	5.000000e-002	5.000000e-002	6.000000e-002
3.765130e+002	2.271713e+002	5.000000e-002	1.000000e-002	6.000000e-002
